client_id,age,marital,job,credit_default,education,mortgage
9894,51,married,admin_,unknown,basic_6y,1
9895,33,married,admin_,0,university_degree,0
9896,60,divorced,technician,unknown,professional_course,0
9897,25,single,services,0,high_school,0
9898,50,married,blue-collar,unknown,basic_6y,1
9899,33,single,admin_,0,university_degree,1
9900,44,married,admin_,unknown,university_degree,1
9901,43,married,entrepreneur,unknown,university_degree,0
9902,57,married,retired,unknown,basic_4y,0
9903,58,married,management,0,university_degree,1
9904,50,married,blue-collar,unknown,basic_6y,0
9905,41,married,blue-collar,unknown,basic_6y,1
9906,34,single,blue-collar,unknown,basic_9y,0
9907,31,married,blue-collar,0,basic_9y,1
9908,31,single,technician,0,,0
9909,55,married,technician,unknown,high_school,0
9910,45,married,blue-collar,0,basic_9y,0
9911,48,divorced,admin_,0,high_school,1
9912,44,single,unemployed,0,basic_4y,0
9913,30,single,admin_,0,university_degree,1
9914,57,married,blue-collar,unknown,,0
9915,39,married,blue-collar,0,professional_course,0
9916,52,divorced,blue-collar,0,high_school,0
9917,36,single,services,0,,1
9918,41,married,self-employed,0,high_school,unknown
9919,43,married,unemployed,unknown,university_degree,1
9920,39,married,entrepreneur,0,university_degree,1
9921,44,divorced,blue-collar,0,high_school,1
9922,40,married,entrepreneur,0,basic_9y,1
9923,49,divorced,technician,0,,0
9924,42,divorced,admin_,0,high_school,1
9925,56,married,blue-collar,unknown,basic_4y,1
9926,31,married,housemaid,unknown,basic_4y,0
9927,52,married,unemployed,0,,1
9928,33,single,management,0,university_degree,0
9929,33,married,admin_,0,university_degree,1
9930,45,married,unknown,unknown,,0
9931,51,married,entrepreneur,0,professional_course,0
9932,36,married,technician,0,professional_course,0
9933,45,married,technician,0,university_degree,0
9934,42,married,services,0,high_school,0
9935,43,single,services,unknown,,1
9936,42,married,blue-collar,0,,0
9937,36,married,admin_,0,professional_course,0
9938,42,divorced,blue-collar,0,basic_9y,1
9939,48,married,admin_,0,professional_course,0
9940,35,married,admin_,0,university_degree,1
9941,30,single,blue-collar,unknown,basic_4y,0
9942,31,married,admin_,0,university_degree,0
9943,40,married,technician,0,basic_9y,0
9944,26,single,admin_,0,high_school,0
9945,47,divorced,blue-collar,0,basic_4y,0
9946,41,married,housemaid,unknown,basic_4y,0
9947,40,married,services,0,high_school,1
9948,37,married,blue-collar,0,basic_9y,0
9949,38,married,blue-collar,unknown,basic_6y,1
9950,49,married,blue-collar,unknown,basic_9y,0
9951,50,divorced,blue-collar,0,basic_4y,1
9952,37,married,admin_,0,basic_9y,0
9953,55,divorced,admin_,0,high_school,0
9954,50,divorced,blue-collar,0,basic_4y,0
9955,38,single,admin_,0,university_degree,0
9956,33,married,entrepreneur,0,high_school,1
9957,41,single,admin_,0,high_school,0
9958,56,married,blue-collar,0,basic_4y,0
9959,52,married,services,0,university_degree,1
9960,51,married,unemployed,unknown,high_school,1
9961,32,married,blue-collar,0,basic_9y,0
9962,33,married,blue-collar,unknown,basic_6y,0
9963,49,divorced,management,unknown,high_school,0
9964,29,married,self-employed,unknown,university_degree,1
9965,35,married,blue-collar,unknown,basic_6y,0
9966,25,married,self-employed,0,professional_course,1
9967,47,married,blue-collar,unknown,basic_4y,1
9968,45,married,blue-collar,0,basic_4y,0
9969,56,married,admin_,0,high_school,1
9970,43,single,technician,0,professional_course,1
9971,57,married,self-employed,0,basic_4y,0
9972,47,married,blue-collar,unknown,basic_9y,0
9973,45,married,entrepreneur,0,basic_6y,0
9974,45,married,blue-collar,0,basic_9y,0
9975,40,married,blue-collar,unknown,basic_4y,0
9976,36,single,unemployed,0,university_degree,1
9977,41,married,blue-collar,0,basic_9y,1
9978,45,married,entrepreneur,0,high_school,1
9979,38,married,admin_,0,university_degree,1
9980,49,divorced,admin_,0,university_degree,0
9981,53,married,blue-collar,unknown,basic_9y,0
9982,37,single,blue-collar,0,basic_9y,0
9983,43,married,services,0,high_school,1
9984,29,single,admin_,0,university_degree,1
9985,39,married,technician,0,professional_course,1
9986,34,single,admin_,0,high_school,unknown
9987,57,single,retired,0,high_school,0
9988,30,married,services,0,,1
9989,28,married,services,0,high_school,0
9990,35,single,blue-collar,0,,0
9991,28,single,technician,unknown,university_degree,0
9992,46,married,blue-collar,0,basic_9y,0
9993,31,married,housemaid,unknown,basic_4y,1
9994,59,married,retired,unknown,professional_course,1
9995,39,married,blue-collar,unknown,basic_4y,1
9996,36,married,technician,0,high_school,1
9997,33,single,services,0,basic_6y,unknown
9998,41,married,technician,unknown,professional_course,1
9999,40,divorced,services,0,,1
10000,28,single,admin_,0,university_degree,0
10001,30,married,services,0,high_school,1
10002,25,single,blue-collar,0,basic_4y,0
10003,45,married,blue-collar,unknown,basic_9y,0
10004,40,single,admin_,0,university_degree,0
10005,37,married,admin_,unknown,university_degree,1
10006,45,married,blue-collar,unknown,basic_4y,0
10007,49,divorced,blue-collar,unknown,basic_4y,0
10008,42,married,blue-collar,0,basic_6y,0
10009,35,single,admin_,unknown,high_school,1
10010,50,divorced,blue-collar,0,basic_4y,0
10011,56,divorced,blue-collar,0,basic_4y,1
10012,43,married,blue-collar,unknown,basic_9y,1
10013,35,single,management,0,,unknown
10014,53,married,unknown,unknown,high_school,0
10015,30,single,self-employed,0,university_degree,0
10016,32,married,entrepreneur,unknown,high_school,0
10017,32,married,blue-collar,0,basic_9y,0
10018,40,married,admin_,unknown,high_school,0
10019,38,married,blue-collar,unknown,basic_6y,0
10020,54,divorced,housemaid,0,,1
10021,59,married,technician,0,university_degree,0
10022,45,divorced,blue-collar,0,basic_9y,1
10023,40,married,admin_,0,university_degree,0
10024,27,single,student,0,high_school,1
10025,55,divorced,retired,0,high_school,0
10026,37,single,admin_,0,university_degree,1
10027,53,married,technician,0,,1
10028,56,married,management,0,university_degree,0
10029,39,married,admin_,0,university_degree,1
10030,29,married,services,0,high_school,1
10031,30,single,student,0,basic_9y,0
10032,31,married,entrepreneur,0,high_school,1
10033,42,married,entrepreneur,unknown,university_degree,1
10034,36,married,blue-collar,0,basic_6y,1
10035,38,married,admin_,0,university_degree,0
10036,43,married,technician,0,professional_course,0
10037,41,married,blue-collar,unknown,basic_9y,0
10038,32,married,admin_,0,high_school,1
10039,44,married,technician,0,professional_course,0
10040,39,single,admin_,0,high_school,0
10041,39,married,admin_,0,university_degree,1
10042,40,married,technician,0,high_school,1
10043,27,single,student,0,university_degree,0
10044,56,married,retired,0,basic_4y,1
10045,51,single,admin_,0,basic_6y,0
10046,43,single,technician,0,professional_course,0
10047,48,married,admin_,unknown,professional_course,1
10048,39,divorced,admin_,0,professional_course,1
10049,55,divorced,technician,unknown,professional_course,0
10050,44,divorced,technician,0,professional_course,0
10051,42,married,blue-collar,unknown,basic_4y,0
10052,46,married,blue-collar,unknown,professional_course,0
10053,35,married,technician,0,professional_course,1
10054,48,divorced,blue-collar,unknown,basic_4y,unknown
10055,56,married,entrepreneur,unknown,,0
10056,36,married,blue-collar,0,basic_9y,0
10057,28,single,admin_,0,university_degree,0
10058,42,married,admin_,0,basic_6y,0
10059,30,married,admin_,0,high_school,0
10060,36,married,entrepreneur,0,high_school,0
10061,54,married,blue-collar,unknown,basic_6y,0
10062,53,married,technician,0,,0
10063,35,married,services,unknown,high_school,1
10064,38,single,admin_,0,basic_9y,0
10065,32,single,management,0,university_degree,1
10066,45,married,self-employed,0,professional_course,0
10067,55,married,blue-collar,0,basic_4y,0
10068,35,single,housemaid,0,,1
10069,31,married,blue-collar,0,basic_9y,1
10070,41,divorced,services,0,basic_9y,0
10071,39,married,admin_,unknown,high_school,0
10072,49,divorced,technician,0,,0
10073,30,single,admin_,0,university_degree,0
10074,41,married,services,0,basic_9y,1
10075,40,married,admin_,0,high_school,0
10076,28,single,management,0,university_degree,0
10077,47,married,technician,0,professional_course,0
10078,59,married,services,0,high_school,0
10079,33,divorced,blue-collar,0,basic_9y,1
10080,44,married,blue-collar,unknown,basic_9y,0
10081,38,married,technician,0,professional_course,1
10082,38,married,services,0,high_school,0
10083,45,divorced,services,unknown,high_school,0
10084,39,married,admin_,0,university_degree,0
10085,56,married,entrepreneur,unknown,university_degree,0
10086,53,divorced,entrepreneur,0,,1
10087,35,married,technician,0,basic_6y,1
10088,38,divorced,technician,0,professional_course,0
10089,55,married,self-employed,unknown,,1
10090,30,married,technician,0,high_school,1
10091,48,married,technician,0,,0
10092,32,single,admin_,0,university_degree,1
10093,50,married,blue-collar,unknown,basic_4y,0
10094,32,married,housemaid,0,high_school,0
10095,43,married,blue-collar,0,basic_9y,1
10096,38,single,technician,0,university_degree,0
10097,50,married,admin_,0,university_degree,0
10098,49,married,services,unknown,high_school,0
10099,58,married,entrepreneur,unknown,university_degree,1
10100,35,married,blue-collar,0,basic_6y,1
10101,44,married,admin_,0,university_degree,1
10102,41,married,services,0,,0
10103,50,married,entrepreneur,0,basic_9y,1
10104,54,married,technician,0,university_degree,1
10105,42,married,blue-collar,0,basic_6y,1
10106,31,married,services,unknown,high_school,0
10107,43,married,blue-collar,unknown,basic_4y,0
10108,58,single,admin_,0,university_degree,0
10109,35,married,housemaid,0,high_school,0
10110,59,divorced,services,0,high_school,0
10111,40,married,blue-collar,0,basic_4y,1
10112,48,married,admin_,unknown,basic_9y,0
10113,49,married,admin_,0,university_degree,1
10114,59,married,housemaid,unknown,high_school,0
10115,24,married,blue-collar,0,basic_9y,0
10116,43,married,management,0,high_school,1
10117,36,married,services,0,high_school,1
10118,56,married,blue-collar,0,basic_4y,0
10119,34,married,technician,0,professional_course,0
10120,27,divorced,admin_,0,high_school,0
10121,34,married,technician,unknown,professional_course,0
10122,58,married,services,0,basic_4y,0
10123,39,married,unemployed,0,university_degree,1
10124,46,married,technician,unknown,university_degree,0
10125,40,single,blue-collar,0,basic_4y,1
10126,49,married,technician,0,professional_course,0
10127,42,single,admin_,0,university_degree,0
10128,42,married,blue-collar,0,basic_6y,0
10129,32,married,technician,unknown,basic_9y,0
10130,44,single,admin_,unknown,university_degree,0
10131,52,single,blue-collar,0,basic_4y,1
10132,40,married,blue-collar,unknown,basic_4y,0
10133,43,single,admin_,0,high_school,0
10134,35,married,blue-collar,0,high_school,0
10135,54,married,housemaid,unknown,basic_4y,0
10136,35,married,services,0,basic_9y,0
10137,34,married,services,0,high_school,0
10138,22,single,services,0,basic_4y,0
10139,42,married,technician,unknown,professional_course,0
10140,33,single,management,0,university_degree,1
10141,39,married,management,0,university_degree,0
10142,47,married,blue-collar,0,basic_4y,1
10143,56,married,blue-collar,unknown,basic_4y,0
10144,49,married,blue-collar,0,basic_4y,0
10145,39,married,entrepreneur,0,high_school,1
10146,29,married,services,unknown,professional_course,0
10147,55,divorced,blue-collar,unknown,basic_4y,0
10148,34,married,technician,0,professional_course,0
10149,32,married,technician,0,university_degree,0
10150,46,married,entrepreneur,0,professional_course,1
10151,31,married,blue-collar,0,basic_9y,0
10152,54,married,technician,unknown,university_degree,0
10153,44,divorced,management,0,university_degree,1
10154,52,married,blue-collar,unknown,basic_9y,0
10155,49,married,technician,0,professional_course,1
10156,35,divorced,technician,0,professional_course,1
10157,43,married,entrepreneur,0,high_school,0
10158,59,divorced,entrepreneur,unknown,high_school,1
10159,36,married,services,0,high_school,1
10160,39,single,services,0,high_school,1
10161,36,divorced,self-employed,0,university_degree,1
10162,44,single,admin_,0,university_degree,1
10163,44,married,management,0,high_school,1
10164,37,married,blue-collar,0,basic_4y,0
10165,41,married,blue-collar,0,basic_4y,0
10166,41,married,management,unknown,university_degree,1
10167,52,married,blue-collar,unknown,basic_4y,1
10168,45,single,blue-collar,0,basic_6y,0
10169,30,single,technician,0,professional_course,unknown
10170,48,married,management,0,university_degree,1
10171,43,married,blue-collar,0,basic_4y,unknown
10172,48,married,blue-collar,unknown,basic_6y,0
10173,40,married,blue-collar,0,,0
10174,29,married,blue-collar,unknown,high_school,0
10175,50,married,admin_,unknown,university_degree,1
10176,49,married,blue-collar,unknown,basic_4y,0
10177,44,married,services,0,high_school,1
10178,49,married,technician,0,professional_course,1
10179,38,single,management,0,university_degree,1
10180,39,married,admin_,unknown,high_school,1
10181,43,divorced,blue-collar,0,basic_9y,0
10182,30,married,entrepreneur,unknown,university_degree,1
10183,41,married,admin_,unknown,basic_9y,1
10184,25,single,admin_,0,high_school,1
10185,47,married,blue-collar,0,basic_4y,1
10186,54,divorced,blue-collar,unknown,,1
10187,36,married,services,0,high_school,0
10188,33,married,entrepreneur,0,university_degree,0
10189,34,married,technician,0,professional_course,0
10190,36,married,technician,0,professional_course,0
10191,57,married,technician,unknown,basic_4y,0
10192,37,single,technician,unknown,high_school,unknown
10193,38,married,admin_,0,university_degree,1
10194,41,married,admin_,unknown,professional_course,1
10195,53,married,blue-collar,unknown,basic_6y,1
10196,39,single,unemployed,0,basic_6y,0
10197,47,married,blue-collar,0,basic_4y,1
10198,33,married,blue-collar,0,basic_9y,1
10199,34,single,admin_,0,high_school,1
10200,32,single,admin_,unknown,university_degree,0
10201,33,married,technician,unknown,university_degree,0
10202,38,married,admin_,0,university_degree,0
10203,48,married,blue-collar,unknown,basic_9y,0
10204,48,married,blue-collar,0,high_school,1
10205,30,married,services,0,university_degree,1
10206,36,single,admin_,0,university_degree,1
10207,45,married,blue-collar,0,basic_6y,1
10208,60,married,admin_,unknown,university_degree,1
10209,32,divorced,self-employed,0,university_degree,0
10210,33,married,admin_,0,university_degree,0
10211,35,single,admin_,0,high_school,0
10212,48,married,admin_,unknown,high_school,0
10213,29,single,admin_,0,university_degree,0
10214,46,married,admin_,unknown,high_school,unknown
10215,45,married,blue-collar,unknown,basic_4y,1
10216,35,married,unemployed,0,university_degree,1
10217,30,single,technician,unknown,university_degree,1
10218,44,married,blue-collar,unknown,basic_9y,1
10219,32,married,unemployed,0,basic_9y,0
10220,27,single,blue-collar,0,basic_9y,0
10221,46,married,admin_,0,professional_course,0
10222,29,married,blue-collar,0,high_school,0
10223,39,married,management,0,university_degree,1
10224,34,married,blue-collar,0,basic_9y,0
10225,34,married,blue-collar,0,basic_4y,0
10226,39,married,admin_,0,university_degree,0
10227,35,married,entrepreneur,0,university_degree,0
10228,50,divorced,blue-collar,0,basic_4y,1
10229,38,married,admin_,0,university_degree,0
10230,32,single,technician,0,high_school,0
10231,32,married,technician,0,professional_course,0
10232,38,married,blue-collar,0,professional_course,0
10233,49,married,admin_,0,basic_9y,0
10234,38,married,technician,unknown,basic_6y,0
10235,28,single,admin_,0,,1
10236,33,married,technician,unknown,high_school,1
10237,37,single,technician,unknown,professional_course,0
10238,41,divorced,services,0,basic_9y,1
10239,41,divorced,admin_,0,high_school,0
10240,40,married,blue-collar,0,basic_6y,1
10241,31,single,blue-collar,0,high_school,1
10242,41,married,services,unknown,high_school,0
10243,34,single,entrepreneur,0,professional_course,1
10244,48,married,services,0,high_school,1
10245,52,divorced,technician,0,university_degree,0
10246,47,married,blue-collar,0,basic_9y,1
10247,50,single,housemaid,0,,0
10248,40,single,admin_,unknown,high_school,0
10249,38,divorced,admin_,0,high_school,0
10250,47,married,services,unknown,high_school,1
10251,34,married,blue-collar,unknown,basic_9y,0
10252,35,married,entrepreneur,0,basic_6y,0
10253,33,single,blue-collar,0,basic_9y,0
10254,37,married,management,0,university_degree,0
10255,52,married,blue-collar,0,basic_4y,1
10256,29,divorced,admin_,0,university_degree,0
10257,47,married,entrepreneur,0,university_degree,1
10258,39,divorced,services,0,high_school,1
10259,52,married,unknown,0,basic_4y,0
10260,41,married,blue-collar,unknown,basic_6y,1
10261,39,married,blue-collar,unknown,basic_6y,unknown
10262,35,divorced,blue-collar,0,basic_9y,unknown
10263,49,married,retired,0,basic_4y,0
10264,32,divorced,admin_,0,university_degree,0
10265,47,single,technician,unknown,professional_course,0
10266,28,single,admin_,0,university_degree,0
10267,40,single,blue-collar,0,basic_9y,0
10268,59,married,admin_,0,high_school,0
10269,50,divorced,technician,0,professional_course,0
10270,32,married,blue-collar,0,basic_6y,0
10271,38,single,admin_,unknown,high_school,1
10272,34,married,management,unknown,university_degree,0
10273,41,married,blue-collar,0,basic_9y,1
10274,51,divorced,blue-collar,0,basic_4y,0
10275,31,married,blue-collar,0,basic_9y,0
10276,28,married,admin_,0,high_school,0
10277,40,married,technician,0,professional_course,0
10278,50,single,blue-collar,unknown,basic_9y,0
10279,56,divorced,housemaid,unknown,basic_4y,0
10280,45,married,admin_,unknown,basic_9y,0
10281,34,married,admin_,0,university_degree,0
10282,34,married,blue-collar,0,basic_9y,0
10283,54,married,entrepreneur,unknown,university_degree,0
10284,32,married,blue-collar,0,basic_9y,1
10285,36,single,blue-collar,0,basic_6y,1
10286,40,married,blue-collar,unknown,,1
10287,25,single,technician,0,university_degree,1
10288,52,married,blue-collar,unknown,,0
10289,44,divorced,management,0,university_degree,1
10290,52,married,services,0,university_degree,0
10291,34,married,entrepreneur,0,university_degree,1
10292,40,married,technician,unknown,professional_course,0
10293,31,married,blue-collar,0,basic_9y,0
10294,45,single,entrepreneur,0,university_degree,0
10295,46,married,management,unknown,basic_4y,1
10296,33,married,blue-collar,unknown,basic_4y,0
10297,36,married,technician,0,university_degree,0
10298,40,single,admin_,unknown,university_degree,0
10299,43,married,blue-collar,unknown,basic_9y,1
10300,35,single,student,unknown,university_degree,1
10301,32,single,services,0,high_school,0
10302,56,single,blue-collar,unknown,basic_6y,0
10303,28,married,blue-collar,0,basic_9y,1
10304,43,married,admin_,0,high_school,0
10305,38,married,entrepreneur,0,basic_4y,0
10306,41,divorced,unemployed,0,high_school,0
10307,53,married,entrepreneur,0,basic_4y,0
10308,32,married,blue-collar,0,high_school,0
10309,30,married,technician,0,university_degree,unknown
10310,40,married,blue-collar,unknown,basic_4y,0
10311,47,married,services,unknown,,0
10312,52,married,blue-collar,unknown,basic_4y,1
10313,59,married,blue-collar,unknown,basic_4y,1
10314,33,married,admin_,0,university_degree,0
10315,29,single,admin_,0,university_degree,0
10316,56,divorced,services,0,basic_4y,0
10317,52,divorced,admin_,0,high_school,0
10318,46,married,unknown,unknown,basic_4y,1
10319,37,divorced,admin_,0,university_degree,0
10320,33,married,blue-collar,0,basic_9y,0
10321,57,divorced,services,unknown,high_school,1
10322,60,married,management,unknown,,1
10323,36,married,admin_,0,university_degree,1
10324,34,married,blue-collar,0,basic_9y,0
10325,38,married,admin_,0,high_school,0
10326,31,married,blue-collar,0,basic_9y,1
10327,25,single,student,0,high_school,1
10328,42,married,technician,unknown,university_degree,1
10329,29,single,admin_,unknown,basic_9y,0
10330,41,married,blue-collar,0,basic_9y,0
10331,44,divorced,technician,0,professional_course,1
10332,43,married,self-employed,0,basic_9y,0
10333,51,married,management,0,basic_4y,1
10334,29,single,admin_,0,university_degree,0
10335,33,single,self-employed,0,university_degree,0
10336,34,single,entrepreneur,0,professional_course,1
10337,53,married,admin_,0,university_degree,0
10338,41,single,unknown,unknown,,0
10339,52,married,blue-collar,0,basic_4y,0
10340,44,divorced,management,unknown,basic_9y,1
10341,38,married,technician,0,professional_course,0
10342,26,married,technician,0,professional_course,1
10343,30,married,blue-collar,0,high_school,1
10344,41,married,technician,0,professional_course,0
10345,40,single,blue-collar,0,basic_9y,0
10346,57,married,technician,0,basic_9y,1
10347,35,single,admin_,0,university_degree,0
10348,41,single,technician,0,university_degree,0
10349,53,married,unknown,unknown,high_school,1
10350,40,married,housemaid,0,basic_4y,0
10351,26,married,admin_,0,high_school,0
10352,45,married,blue-collar,unknown,basic_9y,unknown
10353,31,single,entrepreneur,0,basic_9y,0
10354,32,single,admin_,unknown,university_degree,0
10355,29,single,blue-collar,0,high_school,0
10356,28,married,blue-collar,unknown,basic_6y,1
10357,27,single,blue-collar,0,basic_9y,1
10358,32,married,blue-collar,0,basic_9y,1
10359,52,married,blue-collar,0,basic_4y,1
10360,46,single,admin_,0,high_school,0
10361,37,single,entrepreneur,0,university_degree,1
10362,36,married,management,0,university_degree,1
10363,28,single,student,unknown,high_school,1
10364,52,married,blue-collar,0,basic_9y,0
10365,30,divorced,technician,0,professional_course,0
10366,29,single,technician,0,university_degree,0
10367,55,married,housemaid,0,professional_course,0
10368,45,divorced,blue-collar,0,basic_9y,1
10369,24,married,unemployed,0,university_degree,1
10370,43,single,technician,0,high_school,0
10371,46,married,technician,0,high_school,unknown
10372,24,married,services,0,high_school,1
10373,38,single,blue-collar,unknown,basic_9y,1
10374,56,divorced,services,unknown,high_school,1
10375,41,divorced,blue-collar,0,basic_6y,0
10376,35,married,admin_,0,professional_course,0
10377,45,married,management,unknown,,0
10378,26,divorced,admin_,0,high_school,1
10379,53,divorced,blue-collar,unknown,basic_4y,1
10380,53,divorced,blue-collar,unknown,basic_4y,0
10381,37,married,admin_,0,high_school,1
10382,52,married,entrepreneur,0,university_degree,0
10383,35,divorced,blue-collar,0,basic_9y,0
10384,48,married,blue-collar,0,basic_4y,1
10385,41,divorced,blue-collar,unknown,basic_9y,0
10386,36,single,admin_,0,university_degree,1
10387,44,single,unknown,unknown,basic_9y,1
10388,31,divorced,blue-collar,0,high_school,0
10389,26,single,blue-collar,0,basic_4y,1
10390,34,married,technician,0,professional_course,1
10391,45,married,admin_,0,high_school,1
10392,39,single,admin_,0,high_school,1
10393,51,married,blue-collar,unknown,basic_9y,1
10394,50,divorced,blue-collar,0,basic_4y,1
10395,40,married,blue-collar,0,basic_9y,1
10396,43,married,blue-collar,unknown,basic_6y,1
10397,29,single,admin_,0,university_degree,1
10398,42,married,blue-collar,0,basic_9y,1
10399,30,single,technician,0,university_degree,1
10400,40,married,entrepreneur,0,high_school,0
10401,34,married,services,0,high_school,1
10402,39,married,management,0,university_degree,0
10403,60,divorced,management,0,university_degree,1
10404,30,single,services,0,,0
10405,35,single,services,0,high_school,0
10406,34,divorced,technician,0,professional_course,0
10407,35,divorced,admin_,0,university_degree,0
10408,52,married,entrepreneur,unknown,basic_4y,1
10409,60,married,retired,unknown,basic_4y,0
10410,25,single,self-employed,0,university_degree,0
10411,35,single,admin_,0,high_school,0
10412,40,single,services,0,high_school,1
10413,35,divorced,admin_,0,high_school,0
10414,58,single,unemployed,unknown,basic_4y,0
10415,37,married,technician,0,basic_6y,0
10416,42,married,blue-collar,0,basic_6y,0
10417,32,married,services,0,high_school,0
10418,31,single,blue-collar,0,high_school,1
10419,30,married,technician,0,professional_course,0
10420,47,married,unknown,unknown,,0
10421,34,married,admin_,0,university_degree,1
10422,29,married,admin_,0,university_degree,0
10423,28,married,services,0,,0
10424,50,single,services,0,high_school,0
10425,25,single,unemployed,unknown,high_school,1
10426,35,married,technician,unknown,university_degree,0
10427,34,married,blue-collar,0,basic_9y,0
10428,24,married,blue-collar,unknown,basic_9y,0
10429,52,divorced,retired,0,basic_4y,1
10430,59,married,retired,unknown,basic_4y,1
10431,26,married,blue-collar,0,basic_9y,1
10432,55,married,blue-collar,unknown,basic_4y,0
10433,31,married,blue-collar,0,basic_9y,0
10434,37,single,technician,0,high_school,0
10435,36,single,management,0,university_degree,0
10436,54,married,technician,unknown,university_degree,0
10437,24,single,services,0,high_school,1
10438,53,married,technician,unknown,professional_course,0
10439,28,married,admin_,0,university_degree,1
10440,32,married,technician,0,professional_course,1
10441,57,divorced,services,0,high_school,0
10442,48,married,technician,0,high_school,unknown
10443,34,married,admin_,0,university_degree,0
10444,48,divorced,unemployed,0,basic_4y,0
10445,39,single,services,unknown,high_school,0
10446,33,married,admin_,0,high_school,0
10447,37,single,technician,0,university_degree,0
10448,32,married,blue-collar,unknown,high_school,0
10449,42,single,admin_,0,high_school,0
10450,34,married,blue-collar,unknown,basic_6y,0
10451,35,married,admin_,0,high_school,0
10452,47,married,blue-collar,unknown,basic_9y,0
10453,42,married,housemaid,unknown,,1
10454,57,married,management,unknown,university_degree,0
10455,44,married,blue-collar,0,basic_4y,1
10456,47,married,blue-collar,0,basic_4y,1
10457,49,married,management,0,high_school,1
10458,30,married,blue-collar,0,basic_9y,0
10459,41,married,blue-collar,0,basic_9y,0
10460,32,divorced,blue-collar,unknown,basic_9y,1
10461,39,married,entrepreneur,0,high_school,unknown
10462,36,single,blue-collar,unknown,university_degree,0
10463,30,divorced,technician,0,professional_course,1
10464,40,married,blue-collar,unknown,basic_9y,0
10465,38,single,blue-collar,unknown,basic_6y,1
10466,51,married,admin_,0,high_school,0
10467,55,married,management,0,university_degree,1
10468,36,married,admin_,0,university_degree,unknown
10469,54,married,technician,0,high_school,0
10470,32,single,student,0,university_degree,1
10471,29,single,blue-collar,unknown,high_school,0
10472,52,divorced,entrepreneur,0,basic_4y,0
10473,55,divorced,admin_,0,university_degree,0
10474,41,married,technician,0,university_degree,1
10475,39,married,technician,0,professional_course,0
10476,36,single,blue-collar,0,basic_6y,1
10477,44,divorced,services,0,high_school,0
10478,37,married,admin_,0,high_school,0
10479,36,married,technician,unknown,professional_course,0
10480,34,married,services,0,high_school,0
10481,50,married,technician,0,professional_course,1
10482,34,married,blue-collar,0,professional_course,0
10483,34,married,admin_,0,university_degree,1
10484,36,married,services,unknown,high_school,0
10485,52,divorced,management,0,high_school,0
10486,45,divorced,blue-collar,0,basic_4y,1
10487,37,married,blue-collar,0,high_school,0
10488,38,divorced,blue-collar,0,high_school,0
10489,37,single,blue-collar,unknown,basic_9y,0
10490,37,married,blue-collar,0,basic_9y,1
10491,30,divorced,technician,0,high_school,1
10492,48,divorced,services,unknown,basic_6y,1
10493,43,single,technician,0,professional_course,0
10494,31,married,services,0,high_school,0
10495,32,single,technician,0,university_degree,1
10496,35,married,blue-collar,0,basic_9y,0
10497,37,single,blue-collar,0,high_school,0
10498,29,married,blue-collar,0,basic_9y,0
10499,43,married,admin_,unknown,university_degree,unknown
10500,31,divorced,admin_,0,high_school,1
10501,37,single,technician,0,university_degree,1
10502,54,married,services,0,,0
10503,47,married,blue-collar,unknown,basic_4y,1
10504,39,married,blue-collar,0,basic_9y,0
10505,59,single,retired,0,high_school,0
10506,57,divorced,technician,0,university_degree,0
10507,46,single,admin_,0,university_degree,1
10508,42,divorced,blue-collar,0,high_school,0
10509,39,married,self-employed,unknown,basic_9y,1
10510,47,married,entrepreneur,unknown,professional_course,1
10511,50,married,admin_,0,high_school,1
10512,26,single,technician,0,professional_course,1
10513,50,married,admin_,0,high_school,0
10514,54,divorced,management,0,university_degree,1
10515,46,married,housemaid,unknown,basic_4y,0
10516,34,married,admin_,0,high_school,0
10517,43,married,blue-collar,0,basic_9y,1
10518,31,single,services,0,university_degree,1
10519,25,single,student,0,high_school,1
10520,36,single,blue-collar,0,basic_9y,0
10521,53,married,admin_,0,basic_9y,0
10522,55,married,technician,0,university_degree,0
10523,51,married,blue-collar,0,basic_4y,1
10524,39,married,blue-collar,0,basic_6y,0
10525,31,divorced,admin_,0,high_school,unknown
10526,41,married,admin_,0,university_degree,1
10527,38,single,blue-collar,0,basic_4y,0
10528,28,single,blue-collar,0,basic_9y,0
10529,44,married,technician,unknown,basic_6y,1
10530,50,single,services,0,basic_4y,1
10531,47,divorced,services,0,high_school,0
10532,33,single,blue-collar,0,basic_4y,0
10533,36,married,technician,0,professional_course,1
10534,30,divorced,blue-collar,0,basic_9y,0
10535,34,single,admin_,0,high_school,0
10536,35,married,entrepreneur,0,basic_6y,1
10537,37,married,technician,0,professional_course,1
10538,31,married,blue-collar,0,professional_course,0
10539,53,married,blue-collar,unknown,basic_4y,0
10540,49,married,blue-collar,0,basic_9y,0
10541,47,married,services,0,high_school,1
10542,55,married,admin_,0,high_school,1
10543,48,married,admin_,unknown,high_school,1
10544,38,single,admin_,unknown,university_degree,0
10545,29,single,admin_,0,university_degree,0
10546,54,married,admin_,0,university_degree,0
10547,53,unknown,services,0,,1
10548,36,married,blue-collar,0,basic_4y,0
10549,32,married,blue-collar,unknown,basic_6y,0
10550,24,married,blue-collar,unknown,basic_9y,0
10551,27,married,blue-collar,0,basic_9y,0
10552,28,married,admin_,0,high_school,0
