client_id,number_contacts,contact_duration,previous_campaign_contacts,previous_outcome,campaign_outcome
9863,1,83,0,nonexistent,0
9864,1,76,0,nonexistent,0
9865,1,79,0,nonexistent,0
9866,1,145,0,nonexistent,0
9867,1,199,0,nonexistent,0
9868,1,158,0,nonexistent,0
9869,1,316,0,nonexistent,0
9870,2,117,0,nonexistent,0
9871,1,288,0,nonexistent,0
9872,1,78,0,nonexistent,0
9873,1,26,0,nonexistent,0
9874,1,100,0,nonexistent,0
9875,1,49,0,nonexistent,0
9876,1,241,0,nonexistent,0
9877,2,95,0,nonexistent,0
9878,1,362,0,nonexistent,0
9879,1,125,0,nonexistent,0
9880,1,91,0,nonexistent,0
9881,1,187,0,nonexistent,0
9882,1,420,0,nonexistent,0
9883,16,115,0,nonexistent,0
9884,1,64,0,nonexistent,0
9885,1,40,0,nonexistent,0
9886,1,113,0,nonexistent,0
9887,4,68,0,nonexistent,0
9888,1,55,0,nonexistent,0
9889,1,62,0,nonexistent,0
9890,2,886,0,nonexistent,0
9891,1,100,0,nonexistent,0
9892,1,61,0,nonexistent,0
9893,1,1199,0,nonexistent,1
9894,1,140,0,nonexistent,0
9895,1,436,0,nonexistent,0
9896,1,72,0,nonexistent,0
9897,1,119,0,nonexistent,0
9898,1,123,0,nonexistent,0
9899,1,553,0,nonexistent,0
9900,1,320,0,nonexistent,0
9901,1,935,0,nonexistent,1
9902,1,74,0,nonexistent,0
9903,1,81,0,nonexistent,0
9904,1,586,0,nonexistent,1
9905,4,950,0,nonexistent,0
9906,1,159,0,nonexistent,0
9907,2,838,0,nonexistent,1
9908,1,46,0,nonexistent,0
9909,1,473,0,nonexistent,0
9910,1,119,0,nonexistent,0
9911,2,967,0,nonexistent,1
9912,1,33,0,nonexistent,0
9913,1,148,0,nonexistent,0
9914,2,651,0,nonexistent,1
9915,2,437,0,nonexistent,0
9916,2,134,0,nonexistent,0
9917,7,116,0,nonexistent,0
9918,1,143,0,nonexistent,0
9919,1,174,0,nonexistent,0
9920,1,63,0,nonexistent,0
9921,1,340,0,nonexistent,0
9922,1,103,0,nonexistent,0
9923,1,41,0,nonexistent,0
9924,1,247,0,nonexistent,0
9925,1,114,0,nonexistent,0
9926,10,327,0,nonexistent,0
9927,1,110,0,nonexistent,0
9928,1,257,0,nonexistent,0
9929,1,59,0,nonexistent,0
9930,1,113,0,nonexistent,0
9931,1,127,0,nonexistent,0
9932,9,183,0,nonexistent,0
9933,2,142,0,nonexistent,0
9934,4,678,0,nonexistent,0
9935,2,86,0,nonexistent,0
9936,7,96,0,nonexistent,0
9937,17,211,0,nonexistent,0
9938,5,201,0,nonexistent,0
9939,2,105,0,nonexistent,0
9940,5,100,0,nonexistent,0
9941,3,952,0,nonexistent,0
9942,2,181,0,nonexistent,0
9943,6,389,0,nonexistent,0
9944,4,203,0,nonexistent,0
9945,2,450,0,nonexistent,0
9946,3,105,0,nonexistent,0
9947,6,85,0,nonexistent,0
9948,2,203,0,nonexistent,0
9949,13,74,0,nonexistent,0
9950,9,222,0,nonexistent,0
9951,22,30,0,nonexistent,0
9952,2,268,0,nonexistent,0
9953,2,148,0,nonexistent,0
9954,2,427,0,nonexistent,0
9955,9,90,0,nonexistent,0
9956,8,177,0,nonexistent,0
9957,3,328,0,nonexistent,0
9958,2,133,0,nonexistent,0
9959,2,516,0,nonexistent,0
9960,2,204,0,nonexistent,0
9961,2,184,0,nonexistent,0
9962,6,157,0,nonexistent,0
9963,6,319,0,nonexistent,0
9964,6,199,0,nonexistent,0
9965,4,147,0,nonexistent,0
9966,2,394,0,nonexistent,0
9967,3,81,0,nonexistent,0
9968,9,157,0,nonexistent,0
9969,11,375,0,nonexistent,0
9970,3,184,0,nonexistent,0
9971,3,162,0,nonexistent,0
9972,7,47,0,nonexistent,0
9973,2,215,0,nonexistent,0
9974,13,230,0,nonexistent,0
9975,3,105,0,nonexistent,0
9976,2,150,0,nonexistent,0
9977,6,213,0,nonexistent,0
9978,2,126,0,nonexistent,0
9979,3,70,0,nonexistent,0
9980,2,141,0,nonexistent,0
9981,10,111,0,nonexistent,0
9982,3,287,0,nonexistent,0
9983,2,83,0,nonexistent,0
9984,4,124,0,nonexistent,0
9985,3,67,0,nonexistent,0
9986,2,104,0,nonexistent,0
9987,4,904,0,nonexistent,0
9988,10,597,0,nonexistent,0
9989,2,274,0,nonexistent,0
9990,4,124,0,nonexistent,0
9991,17,354,0,nonexistent,0
9992,10,152,0,nonexistent,0
9993,4,328,0,nonexistent,0
9994,8,59,0,nonexistent,0
9995,3,125,0,nonexistent,0
9996,2,158,0,nonexistent,0
9997,4,179,0,nonexistent,0
9998,3,649,0,nonexistent,1
9999,29,26,0,nonexistent,0
10000,3,203,0,nonexistent,0
10001,5,138,0,nonexistent,0
10002,19,107,0,nonexistent,0
10003,3,409,0,nonexistent,0
10004,3,48,0,nonexistent,0
10005,10,83,0,nonexistent,0
10006,3,199,0,nonexistent,0
10007,5,122,0,nonexistent,0
10008,7,218,0,nonexistent,0
10009,3,93,0,nonexistent,0
10010,2,222,0,nonexistent,0
10011,4,378,0,nonexistent,0
10012,2,93,0,nonexistent,0
10013,4,514,0,nonexistent,0
10014,3,89,0,nonexistent,0
10015,3,58,0,nonexistent,0
10016,8,850,0,nonexistent,0
10017,2,307,0,nonexistent,0
10018,6,89,0,nonexistent,0
10019,12,71,0,nonexistent,0
10020,3,52,0,nonexistent,0
10021,2,136,0,nonexistent,0
10022,3,542,0,nonexistent,0
10023,3,265,0,nonexistent,0
10024,3,84,0,nonexistent,0
10025,16,410,0,nonexistent,0
10026,8,93,0,nonexistent,0
10027,3,134,0,nonexistent,0
10028,5,403,0,nonexistent,0
10029,3,36,0,nonexistent,0
10030,2,109,0,nonexistent,0
10031,3,90,0,nonexistent,0
10032,2,305,0,nonexistent,0
10033,3,135,0,nonexistent,0
10034,2,614,0,nonexistent,1
10035,2,781,0,nonexistent,0
10036,2,112,0,nonexistent,0
10037,22,337,0,nonexistent,0
10038,2,423,0,nonexistent,0
10039,1,171,0,nonexistent,0
10040,4,110,0,nonexistent,0
10041,1,138,0,nonexistent,0
10042,1,126,0,nonexistent,0
10043,1,137,0,nonexistent,0
10044,1,125,0,nonexistent,0
10045,1,202,0,nonexistent,0
10046,1,123,0,nonexistent,0
10047,2,49,0,nonexistent,0
10048,1,106,0,nonexistent,0
10049,1,885,0,nonexistent,1
10050,1,112,0,nonexistent,0
10051,1,236,0,nonexistent,0
10052,1,187,0,nonexistent,0
10053,1,108,0,nonexistent,0
10054,1,583,0,nonexistent,0
10055,1,192,0,nonexistent,0
10056,1,149,0,nonexistent,0
10057,2,151,0,nonexistent,0
10058,1,165,0,nonexistent,0
10059,2,92,0,nonexistent,0
10060,1,91,0,nonexistent,0
10061,1,2025,0,nonexistent,1
10062,1,123,0,nonexistent,0
10063,1,107,0,nonexistent,0
10064,1,406,0,nonexistent,0
10065,3,12,0,nonexistent,0
10066,1,128,0,nonexistent,0
10067,1,146,0,nonexistent,0
10068,1,66,0,nonexistent,0
10069,2,278,0,nonexistent,0
10070,1,753,0,nonexistent,0
10071,1,120,0,nonexistent,0
10072,1,167,0,nonexistent,0
10073,1,48,0,nonexistent,0
10074,1,385,0,nonexistent,0
10075,1,97,0,nonexistent,0
10076,5,651,0,nonexistent,1
10077,1,223,0,nonexistent,0
10078,5,309,0,nonexistent,0
10079,1,155,0,nonexistent,0
10080,1,98,0,nonexistent,0
10081,1,46,0,nonexistent,0
10082,1,252,0,nonexistent,0
10083,1,691,0,nonexistent,0
10084,1,93,0,nonexistent,0
10085,1,315,0,nonexistent,0
10086,3,154,0,nonexistent,0
10087,1,344,0,nonexistent,0
10088,2,128,0,nonexistent,0
10089,1,278,0,nonexistent,0
10090,1,436,0,nonexistent,0
10091,1,189,0,nonexistent,0
10092,1,186,0,nonexistent,0
10093,1,84,0,nonexistent,0
10094,1,264,0,nonexistent,0
10095,1,237,0,nonexistent,0
10096,1,72,0,nonexistent,0
10097,1,77,0,nonexistent,0
10098,1,128,0,nonexistent,0
10099,1,43,0,nonexistent,0
10100,6,64,0,nonexistent,0
10101,1,351,0,nonexistent,0
10102,2,139,0,nonexistent,0
10103,1,119,0,nonexistent,0
10104,1,394,0,nonexistent,0
10105,1,174,0,nonexistent,0
10106,6,62,0,nonexistent,0
10107,1,349,0,nonexistent,0
10108,1,100,0,nonexistent,0
10109,1,56,0,nonexistent,0
10110,1,133,0,nonexistent,0
10111,1,134,0,nonexistent,0
10112,1,113,0,nonexistent,0
10113,2,185,0,nonexistent,0
10114,12,331,0,nonexistent,0
10115,1,167,0,nonexistent,0
10116,1,30,0,nonexistent,0
10117,6,77,0,nonexistent,0
10118,2,136,0,nonexistent,0
10119,1,320,0,nonexistent,0
10120,1,138,0,nonexistent,0
10121,1,10,0,nonexistent,0
10122,1,75,0,nonexistent,0
10123,1,72,0,nonexistent,0
10124,6,993,0,nonexistent,1
10125,2,160,0,nonexistent,0
10126,1,138,0,nonexistent,0
10127,1,122,0,nonexistent,0
10128,1,919,0,nonexistent,0
10129,5,52,0,nonexistent,0
10130,2,80,0,nonexistent,0
10131,1,558,0,nonexistent,0
10132,1,124,0,nonexistent,0
10133,1,73,0,nonexistent,0
10134,2,992,0,nonexistent,1
10135,1,68,0,nonexistent,0
10136,1,98,0,nonexistent,0
10137,1,54,0,nonexistent,0
10138,1,58,0,nonexistent,0
10139,1,81,0,nonexistent,0
10140,3,118,0,nonexistent,0
10141,1,127,0,nonexistent,0
10142,1,309,0,nonexistent,0
10143,1,871,0,nonexistent,0
10144,2,577,0,nonexistent,1
10145,1,582,0,nonexistent,0
10146,1,46,0,nonexistent,0
10147,1,270,0,nonexistent,0
10148,1,317,0,nonexistent,0
10149,1,281,0,nonexistent,0
10150,1,410,0,nonexistent,0
10151,2,186,0,nonexistent,0
10152,2,322,0,nonexistent,0
10153,3,37,0,nonexistent,0
10154,3,283,0,nonexistent,0
10155,2,88,0,nonexistent,0
10156,2,312,0,nonexistent,0
10157,6,1141,0,nonexistent,1
10158,2,1268,0,nonexistent,1
10159,2,602,0,nonexistent,0
10160,3,1178,0,nonexistent,0
10161,2,130,0,nonexistent,0
10162,17,541,0,nonexistent,1
10163,3,226,0,nonexistent,0
10164,3,640,0,nonexistent,0
10165,2,340,0,nonexistent,0
10166,7,230,0,nonexistent,0
10167,2,159,0,nonexistent,0
10168,2,138,0,nonexistent,0
10169,4,773,0,nonexistent,0
10170,3,298,0,nonexistent,0
10171,2,1618,0,nonexistent,1
10172,2,361,0,nonexistent,0
10173,4,100,0,nonexistent,0
10174,2,124,0,nonexistent,0
10175,6,153,0,nonexistent,0
10176,3,67,0,nonexistent,0
10177,3,462,0,nonexistent,0
10178,2,320,0,nonexistent,0
10179,3,69,0,nonexistent,0
10180,6,71,0,nonexistent,0
10181,2,190,0,nonexistent,0
10182,3,204,0,nonexistent,0
10183,2,85,0,nonexistent,0
10184,7,1243,0,nonexistent,1
10185,3,130,0,nonexistent,0
10186,3,339,0,nonexistent,0
10187,2,316,0,nonexistent,0
10188,2,166,0,nonexistent,0
10189,8,168,0,nonexistent,0
10190,2,247,0,nonexistent,0
10191,2,243,0,nonexistent,0
10192,2,227,0,nonexistent,0
10193,6,153,0,nonexistent,0
10194,2,122,0,nonexistent,0
10195,2,232,0,nonexistent,0
10196,2,238,0,nonexistent,0
10197,2,211,0,nonexistent,0
10198,8,111,0,nonexistent,0
10199,2,161,0,nonexistent,0
10200,4,188,0,nonexistent,0
10201,4,67,0,nonexistent,0
10202,2,361,0,nonexistent,0
10203,4,454,0,nonexistent,0
10204,2,700,0,nonexistent,0
10205,4,83,0,nonexistent,0
10206,2,247,0,nonexistent,0
10207,2,252,0,nonexistent,0
10208,2,62,0,nonexistent,0
10209,3,559,0,nonexistent,0
10210,4,190,0,nonexistent,0
10211,5,10,0,nonexistent,0
10212,2,189,0,nonexistent,0
10213,2,109,0,nonexistent,0
10214,2,148,0,nonexistent,0
10215,2,107,0,nonexistent,0
10216,4,82,0,nonexistent,0
10217,3,405,0,nonexistent,0
10218,2,103,0,nonexistent,0
10219,2,143,0,nonexistent,0
10220,3,61,0,nonexistent,0
10221,2,424,0,nonexistent,0
10222,2,140,0,nonexistent,0
10223,2,157,0,nonexistent,0
10224,29,157,0,nonexistent,0
10225,4,110,0,nonexistent,0
10226,3,69,0,nonexistent,0
10227,2,513,0,nonexistent,1
10228,3,241,0,nonexistent,0
10229,2,757,0,nonexistent,0
10230,3,68,0,nonexistent,0
10231,2,171,0,nonexistent,0
10232,3,182,0,nonexistent,0
10233,15,270,0,nonexistent,0
10234,6,172,0,nonexistent,0
10235,5,177,0,nonexistent,0
10236,2,119,0,nonexistent,0
10237,3,75,0,nonexistent,0
10238,4,192,0,nonexistent,0
10239,11,686,0,nonexistent,1
10240,4,104,0,nonexistent,0
10241,3,325,0,nonexistent,0
10242,21,33,0,nonexistent,0
10243,4,144,0,nonexistent,0
10244,8,57,0,nonexistent,0
10245,3,184,0,nonexistent,0
10246,3,109,0,nonexistent,0
10247,4,741,0,nonexistent,1
10248,2,349,0,nonexistent,0
10249,3,100,0,nonexistent,0
10250,3,87,0,nonexistent,0
10251,8,95,0,nonexistent,0
10252,5,114,0,nonexistent,0
10253,2,109,0,nonexistent,0
10254,9,1323,0,nonexistent,1
10255,6,186,0,nonexistent,0
10256,3,187,0,nonexistent,0
10257,3,580,0,nonexistent,0
10258,5,81,0,nonexistent,0
10259,2,253,0,nonexistent,0
10260,3,75,0,nonexistent,0
10261,2,144,0,nonexistent,0
10262,3,276,0,nonexistent,0
10263,2,93,0,nonexistent,0
10264,10,106,0,nonexistent,0
10265,2,90,0,nonexistent,0
10266,5,78,0,nonexistent,0
10267,2,55,0,nonexistent,0
10268,4,204,0,nonexistent,0
10269,2,408,0,nonexistent,0
10270,2,147,0,nonexistent,0
10271,2,287,0,nonexistent,0
10272,3,84,0,nonexistent,0
10273,3,119,0,nonexistent,0
10274,2,133,0,nonexistent,0
10275,2,195,0,nonexistent,0
10276,2,108,0,nonexistent,0
10277,6,92,0,nonexistent,0
10278,4,264,0,nonexistent,0
10279,2,123,0,nonexistent,0
10280,4,73,0,nonexistent,0
10281,3,146,0,nonexistent,0
10282,1,206,0,nonexistent,0
10283,17,100,0,nonexistent,0
10284,1,452,0,nonexistent,0
10285,1,163,0,nonexistent,0
10286,2,69,0,nonexistent,0
10287,6,35,0,nonexistent,0
10288,3,215,0,nonexistent,0
10289,8,96,0,nonexistent,0
10290,1,119,0,nonexistent,0
10291,3,265,0,nonexistent,0
10292,2,60,0,nonexistent,0
10293,2,179,0,nonexistent,0
10294,6,162,0,nonexistent,0
10295,1,227,0,nonexistent,0
10296,1,41,0,nonexistent,0
10297,1,1093,0,nonexistent,1
10298,1,270,0,nonexistent,0
10299,2,1395,0,nonexistent,1
10300,4,178,0,nonexistent,0
10301,2,223,0,nonexistent,0
10302,3,35,0,nonexistent,0
10303,2,210,0,nonexistent,0
10304,2,193,0,nonexistent,0
10305,1,822,0,nonexistent,0
10306,4,163,0,nonexistent,0
10307,2,339,0,nonexistent,0
10308,1,140,0,nonexistent,0
10309,1,71,0,nonexistent,0
10310,2,1238,0,nonexistent,0
10311,2,32,0,nonexistent,0
10312,1,116,0,nonexistent,0
10313,1,64,0,nonexistent,0
10314,1,77,0,nonexistent,0
10315,3,73,0,nonexistent,0
10316,3,42,0,nonexistent,0
10317,5,24,0,nonexistent,0
10318,1,25,0,nonexistent,0
10319,1,147,0,nonexistent,0
10320,1,145,0,nonexistent,0
10321,4,80,0,nonexistent,0
10322,1,35,0,nonexistent,0
10323,1,141,0,nonexistent,0
10324,8,263,0,nonexistent,0
10325,1,123,0,nonexistent,0
10326,1,208,0,nonexistent,0
10327,1,100,0,nonexistent,0
10328,1,91,0,nonexistent,0
10329,2,1298,0,nonexistent,0
10330,1,644,0,nonexistent,0
10331,1,289,0,nonexistent,0
10332,1,1089,0,nonexistent,1
10333,2,124,0,nonexistent,0
10334,2,157,0,nonexistent,0
10335,4,226,0,nonexistent,0
10336,8,136,0,nonexistent,0
10337,19,541,0,nonexistent,0
10338,6,242,0,nonexistent,0
10339,3,50,0,nonexistent,0
10340,2,73,0,nonexistent,0
10341,2,250,0,nonexistent,0
10342,2,181,0,nonexistent,0
10343,3,32,0,nonexistent,0
10344,2,235,0,nonexistent,0
10345,5,121,0,nonexistent,0
10346,3,215,0,nonexistent,0
10347,2,320,0,nonexistent,0
10348,3,382,0,nonexistent,0
10349,1,244,0,nonexistent,0
10350,1,286,0,nonexistent,0
10351,1,1021,0,nonexistent,0
10352,2,167,0,nonexistent,0
10353,3,1248,0,nonexistent,1
10354,25,179,0,nonexistent,0
10355,2,203,0,nonexistent,0
10356,5,273,0,nonexistent,0
10357,12,209,0,nonexistent,0
10358,1,39,0,nonexistent,0
10359,1,162,0,nonexistent,0
10360,1,418,0,nonexistent,0
10361,1,348,0,nonexistent,0
10362,1,135,0,nonexistent,0
10363,2,131,0,nonexistent,0
10364,2,401,0,nonexistent,0
10365,2,332,0,nonexistent,0
10366,1,78,0,nonexistent,0
10367,2,394,0,nonexistent,0
10368,1,287,0,nonexistent,0
10369,1,266,0,nonexistent,0
10370,1,153,0,nonexistent,0
10371,1,500,0,nonexistent,0
10372,6,298,0,nonexistent,0
10373,1,101,0,nonexistent,0
10374,1,13,0,nonexistent,0
10375,1,66,0,nonexistent,0
10376,1,62,0,nonexistent,0
10377,1,73,0,nonexistent,0
10378,1,50,0,nonexistent,0
10379,1,57,0,nonexistent,0
10380,1,193,0,nonexistent,0
10381,3,599,0,nonexistent,0
10382,2,92,0,nonexistent,0
10383,3,52,0,nonexistent,0
10384,3,92,0,nonexistent,0
10385,3,294,0,nonexistent,0
10386,1,99,0,nonexistent,0
10387,3,76,0,nonexistent,0
10388,3,27,0,nonexistent,0
10389,1,41,0,nonexistent,0
10390,1,191,0,nonexistent,0
10391,1,523,0,nonexistent,0
10392,1,358,0,nonexistent,0
10393,1,254,0,nonexistent,0
10394,1,46,0,nonexistent,0
10395,4,112,0,nonexistent,0
10396,1,51,0,nonexistent,0
10397,1,359,0,nonexistent,0
10398,1,88,0,nonexistent,0
10399,1,342,0,nonexistent,0
10400,1,78,0,nonexistent,0
10401,3,76,0,nonexistent,0
10402,3,721,0,nonexistent,1
10403,4,420,0,nonexistent,0
10404,1,163,0,nonexistent,0
10405,3,41,0,nonexistent,0
10406,3,442,0,nonexistent,0
10407,3,41,0,nonexistent,0
10408,2,535,0,nonexistent,0
10409,4,155,0,nonexistent,0
10410,7,178,0,nonexistent,0
10411,1,36,0,nonexistent,0
10412,21,20,0,nonexistent,0
10413,15,15,0,nonexistent,0
10414,6,170,0,nonexistent,0
10415,3,87,0,nonexistent,0
10416,4,298,0,nonexistent,0
10417,3,244,0,nonexistent,0
10418,2,750,0,nonexistent,1
10419,1,169,0,nonexistent,0
10420,3,139,0,nonexistent,0
10421,14,14,0,nonexistent,0
10422,4,81,0,nonexistent,0
10423,1,220,0,nonexistent,0
10424,3,162,0,nonexistent,0
10425,1,53,0,nonexistent,0
10426,1,131,0,nonexistent,0
10427,30,18,0,nonexistent,0
10428,2,607,0,nonexistent,0
10429,3,111,0,nonexistent,0
10430,3,216,0,nonexistent,0
10431,35,102,0,nonexistent,0
10432,1,431,0,nonexistent,0
10433,21,19,0,nonexistent,0
10434,3,394,0,nonexistent,0
10435,6,301,0,nonexistent,0
10436,4,71,0,nonexistent,0
10437,3,341,0,nonexistent,0
10438,1,54,0,nonexistent,0
10439,2,406,0,nonexistent,0
10440,2,226,0,nonexistent,0
10441,1,168,0,nonexistent,0
10442,1,221,0,nonexistent,0
10443,1,703,0,nonexistent,0
10444,2,119,0,nonexistent,0
10445,3,126,0,nonexistent,0
10446,3,314,0,nonexistent,0
10447,2,182,0,nonexistent,0
10448,2,353,0,nonexistent,0
10449,3,362,0,nonexistent,0
10450,7,75,0,nonexistent,0
10451,2,142,0,nonexistent,0
10452,3,146,0,nonexistent,0
10453,4,345,0,nonexistent,0
10454,3,103,0,nonexistent,0
10455,25,17,0,nonexistent,0
10456,4,2769,0,nonexistent,1
10457,18,26,0,nonexistent,0
10458,6,141,0,nonexistent,0
10459,20,14,0,nonexistent,0
10460,5,1009,0,nonexistent,0
10461,3,440,0,nonexistent,0
10462,2,323,0,nonexistent,0
10463,3,80,0,nonexistent,0
10464,3,154,0,nonexistent,0
10465,6,97,0,nonexistent,0
10466,12,368,0,nonexistent,0
10467,5,303,0,nonexistent,0
10468,2,375,0,nonexistent,0
10469,5,77,0,nonexistent,0
10470,2,295,0,nonexistent,0
10471,3,335,0,nonexistent,0
10472,4,69,0,nonexistent,0
10473,2,143,0,nonexistent,0
10474,4,153,0,nonexistent,0
10475,2,83,0,nonexistent,0
10476,8,214,0,nonexistent,0
10477,3,118,0,nonexistent,0
10478,16,638,0,nonexistent,0
10479,10,78,0,nonexistent,0
10480,3,222,0,nonexistent,0
10481,5,78,0,nonexistent,0
10482,4,260,0,nonexistent,0
10483,3,150,0,nonexistent,0
10484,2,49,0,nonexistent,0
10485,4,62,0,nonexistent,0
10486,8,100,0,nonexistent,0
10487,3,138,0,nonexistent,0
10488,13,329,0,nonexistent,0
10489,7,338,0,nonexistent,0
10490,4,331,0,nonexistent,0
10491,2,131,0,nonexistent,0
10492,8,319,0,nonexistent,0
10493,2,315,0,nonexistent,0
10494,6,37,0,nonexistent,0
10495,2,45,0,nonexistent,0
10496,2,33,0,nonexistent,0
10497,3,117,0,nonexistent,0
10498,2,170,0,nonexistent,0
10499,2,104,0,nonexistent,0
10500,4,287,0,nonexistent,0
10501,1,43,0,nonexistent,0
10502,2,345,0,nonexistent,0
10503,1,168,0,nonexistent,0
10504,1,110,0,nonexistent,0
10505,1,193,0,nonexistent,0
10506,1,187,0,nonexistent,0
10507,1,198,0,nonexistent,0
10508,1,256,0,nonexistent,0
10509,1,145,0,nonexistent,0
10510,1,78,0,nonexistent,0
10511,1,285,0,nonexistent,0
10512,3,160,0,nonexistent,0
10513,1,442,0,nonexistent,0
10514,1,183,0,nonexistent,0
10515,1,166,0,nonexistent,0
10516,1,83,0,nonexistent,0
10517,1,128,0,nonexistent,0
10518,1,57,0,nonexistent,0
10519,1,173,0,nonexistent,0
10520,1,145,0,nonexistent,0
10521,1,116,0,nonexistent,0
10522,1,126,0,nonexistent,0
10523,1,83,0,nonexistent,0
10524,4,196,0,nonexistent,0
10525,1,68,0,nonexistent,0
10526,1,75,0,nonexistent,0
10527,1,123,0,nonexistent,0
10528,1,138,0,nonexistent,0
10529,4,98,0,nonexistent,0
10530,2,355,0,nonexistent,0
10531,1,115,0,nonexistent,0
10532,1,147,0,nonexistent,0
10533,1,133,0,nonexistent,0
10534,1,134,0,nonexistent,0
10535,3,60,0,nonexistent,0
10536,2,147,0,nonexistent,0
10537,1,296,0,nonexistent,0
10538,8,70,0,nonexistent,0
10539,1,527,0,nonexistent,0
10540,2,156,0,nonexistent,0
10541,1,187,0,nonexistent,0
10542,1,269,0,nonexistent,0
10543,1,306,0,nonexistent,0
10544,1,556,0,nonexistent,1
10545,1,71,0,nonexistent,0
10546,1,483,0,nonexistent,0
10547,5,382,0,nonexistent,0
10548,1,881,0,nonexistent,0
10549,1,404,0,nonexistent,0
10550,1,218,0,nonexistent,0
10551,1,121,0,nonexistent,0
10552,1,98,0,nonexistent,0
10553,1,243,0,nonexistent,0
10554,1,181,0,nonexistent,0
10555,1,99,0,nonexistent,0
10556,3,139,0,nonexistent,0
10557,1,71,0,nonexistent,0
10558,3,214,0,nonexistent,0
10559,1,198,0,nonexistent,0
10560,2,132,0,nonexistent,0
10561,1,129,0,nonexistent,0
10562,1,491,0,nonexistent,0
10563,1,135,0,nonexistent,0
10564,1,72,0,nonexistent,0
10565,1,285,0,nonexistent,0
10566,1,255,0,nonexistent,0
10567,1,72,0,nonexistent,0
10568,1,241,0,nonexistent,0
10569,1,705,0,nonexistent,0
10570,1,134,0,nonexistent,0
10571,1,483,0,nonexistent,0
10572,1,423,0,nonexistent,0
10573,9,43,0,nonexistent,0
10574,3,23,0,nonexistent,0
10575,2,48,0,nonexistent,0
10576,1,254,0,nonexistent,0
10577,11,34,0,nonexistent,0
10578,9,388,0,nonexistent,0
10579,4,107,0,nonexistent,0
10580,1,135,0,nonexistent,0
10581,1,61,0,nonexistent,0
10582,5,157,0,nonexistent,0
10583,2,82,0,nonexistent,0
10584,1,105,0,nonexistent,0
10585,1,98,0,nonexistent,0
10586,1,189,0,nonexistent,0
10587,2,652,0,nonexistent,0
10588,1,206,0,nonexistent,0
10589,1,174,0,nonexistent,0
10590,3,30,0,nonexistent,0
10591,1,68,0,nonexistent,0
10592,2,174,0,nonexistent,0
10593,2,150,0,nonexistent,0
10594,1,123,0,nonexistent,0
10595,1,64,0,nonexistent,0
10596,2,91,0,nonexistent,0
10597,1,77,0,nonexistent,0
10598,1,78,0,nonexistent,0
10599,31,79,0,nonexistent,0
10600,1,85,0,nonexistent,0
10601,1,139,0,nonexistent,0
10602,1,89,0,nonexistent,0
10603,2,168,0,nonexistent,0
10604,5,436,0,nonexistent,0
10605,2,88,0,nonexistent,0
10606,6,43,0,nonexistent,0
10607,4,156,0,nonexistent,0
10608,1,171,0,nonexistent,0
10609,1,157,0,nonexistent,0
10610,1,130,0,nonexistent,0
10611,2,50,0,nonexistent,0
10612,1,49,0,nonexistent,0
10613,1,120,0,nonexistent,0
10614,3,259,0,nonexistent,0
10615,1,79,0,nonexistent,0
10616,1,321,0,nonexistent,0
10617,1,192,0,nonexistent,0
10618,1,128,0,nonexistent,0
10619,1,108,0,nonexistent,0
10620,2,187,0,nonexistent,0
10621,4,164,0,nonexistent,0
10622,1,67,0,nonexistent,0
10623,2,445,0,nonexistent,0
10624,1,41,0,nonexistent,0
10625,2,344,0,nonexistent,0
10626,1,167,0,nonexistent,0
10627,5,605,0,nonexistent,0
10628,1,226,0,nonexistent,0
10629,2,179,0,nonexistent,0
10630,1,353,0,nonexistent,0
10631,2,34,0,nonexistent,0
10632,1,161,0,nonexistent,0
10633,5,77,0,nonexistent,0
10634,2,346,0,nonexistent,0
10635,1,781,0,nonexistent,1
10636,2,81,0,nonexistent,0
10637,1,269,0,nonexistent,0
10638,1,31,0,nonexistent,0
10639,1,367,0,nonexistent,0
10640,1,229,0,nonexistent,0
10641,1,479,0,nonexistent,0
10642,1,24,0,nonexistent,0
10643,3,16,0,nonexistent,0
10644,2,88,0,nonexistent,0
10645,2,714,0,nonexistent,0
10646,1,205,0,nonexistent,0
10647,1,291,0,nonexistent,0
10648,1,986,0,nonexistent,0
10649,1,279,0,nonexistent,0
10650,2,166,0,nonexistent,0
10651,1,92,0,nonexistent,0
10652,1,254,0,nonexistent,0
10653,2,236,0,nonexistent,0
10654,4,19,0,nonexistent,0
10655,2,93,0,nonexistent,0
10656,4,200,0,nonexistent,0
10657,3,176,0,nonexistent,0
10658,2,1162,0,nonexistent,0
10659,1,1848,0,nonexistent,1
10660,6,74,0,nonexistent,0
10661,4,490,0,nonexistent,1
10662,2,291,0,nonexistent,0
10663,3,1051,0,nonexistent,1
10664,4,614,0,nonexistent,0
10665,2,437,0,nonexistent,0
10666,2,1199,0,nonexistent,0
10667,3,209,0,nonexistent,0
10668,2,115,0,nonexistent,0
10669,3,292,0,nonexistent,0
10670,2,370,0,nonexistent,0
10671,7,412,0,nonexistent,0
10672,6,108,0,nonexistent,0
10673,2,495,0,nonexistent,0
10674,5,247,0,nonexistent,0
10675,2,57,0,nonexistent,0
10676,3,1345,0,nonexistent,1
10677,4,107,0,nonexistent,0
10678,4,171,0,nonexistent,0
10679,4,66,0,nonexistent,0
10680,3,447,0,nonexistent,0
10681,2,167,0,nonexistent,0
